ProbeID	TargetID	GeneSymbol	GeneName	Accessions	Description
CUST_23_PI426245463	222798880_EZ027268.1_25-924			gi|222798880_EZ027268.1_25-924	Unknown
CUST_24_PI426245463	222798880_EZ027268.1_25-924			gi|222798880_EZ027268.1_25-924	Unknown
CUST_25_PI426245463	222798880_EZ027268.1_912-1076			gi|222798880_EZ027268.1_912-1076	Unknown
CUST_27_PI426245463	222798880_EZ027268.1_912-1076			gi|222798880_EZ027268.1_912-1076	Unknown
CUST_26_PI426245463	222798880_EZ027268.1_912-1076			gi|222798880_EZ027268.1_912-1076	Unknown
CUST_87_PI426227495	222798891_EZ027279.1_34-597			gi|222798891_EZ027279.1_34-597	Unknown
CUST_85_PI426227495	222798891_EZ027279.1_34-597			gi|222798891_EZ027279.1_34-597	Unknown
CUST_63_PI426226978	222799104_EZ027492.1_46-1136			gi|222799104_EZ027492.1_46-1136	Unknown
CUST_62_PI426226978	222799104_EZ027492.1_46-1136			gi|222799104_EZ027492.1_46-1136	Unknown
CUST_61_PI426226978	222799104_EZ027492.1_46-1136			gi|222799104_EZ027492.1_46-1136	Unknown
CUST_45_PI426266366	222799255_EZ027643.1_13-117			gi|222799255_EZ027643.1_13-117	Unknown
CUST_44_PI426266366	222799255_EZ027643.1_13-117			gi|222799255_EZ027643.1_13-117	Unknown
CUST_43_PI426266366	222799255_EZ027643.1_13-117			gi|222799255_EZ027643.1_13-117	Unknown
CUST_47_PI426266366	222799255_EZ027643.1_183-626			gi|222799255_EZ027643.1_183-626	Unknown
CUST_46_PI426266366	222799255_EZ027643.1_183-626			gi|222799255_EZ027643.1_183-626	Unknown
CUST_48_PI426266366	222799255_EZ027643.1_183-626			gi|222799255_EZ027643.1_183-626	Unknown
CUST_45_PI426246032	222799365_EZ027753.1_43-309			gi|222799365_EZ027753.1_43-309	Unknown
CUST_71_PI426227884	222799375_EZ027763.1_175-1152			gi|222799375_EZ027763.1_175-1152	Unknown
CUST_70_PI426227884	222799375_EZ027763.1_175-1152			gi|222799375_EZ027763.1_175-1152	Unknown
CUST_72_PI426227884	222799375_EZ027763.1_175-1152			gi|222799375_EZ027763.1_175-1152	Unknown
CUST_13_PI426266267	222799393_EZ027781.1_91-225			gi|222799393_EZ027781.1_91-225	Unknown
CUST_15_PI426266267	222799393_EZ027781.1_91-225			gi|222799393_EZ027781.1_91-225	Unknown
CUST_14_PI426266267	222799393_EZ027781.1_91-225			gi|222799393_EZ027781.1_91-225	Unknown
CUST_1312_PI426227498	222799418_EZ027806.1_13-573			gi|222799418_EZ027806.1_13-573	Unknown
CUST_144_PI426266274	222799455_EZ027843.1_48-1009			gi|222799455_EZ027843.1_48-1009	Unknown
CUST_145_PI426266274	222799455_EZ027843.1_48-728			gi|222799455_EZ027843.1_48-728	Unknown
CUST_147_PI426266274	222799455_EZ027843.1_48-728			gi|222799455_EZ027843.1_48-728	Unknown
CUST_146_PI426266274	222799455_EZ027843.1_48-728			gi|222799455_EZ027843.1_48-728	Unknown
CUST_149_PI426266274	222799455_EZ027843.1_860-1009			gi|222799455_EZ027843.1_860-1009	Unknown
CUST_150_PI426266274	222799455_EZ027843.1_860-1009			gi|222799455_EZ027843.1_860-1009	Unknown
CUST_148_PI426266274	222799455_EZ027843.1_860-1009			gi|222799455_EZ027843.1_860-1009	Unknown
CUST_40_PI426266360	222799487_EZ027875.1_2-1048			gi|222799487_EZ027875.1_2-1048	Unknown
CUST_41_PI426266360	222799487_EZ027875.1_2-1048			gi|222799487_EZ027875.1_2-1048	Unknown
CUST_42_PI426266360	222799487_EZ027875.1_2-1048			gi|222799487_EZ027875.1_2-1048	Unknown
CUST_45_PI426266360	222799487_EZ027875.1_2-292			gi|222799487_EZ027875.1_2-292	Unknown
CUST_48_PI426266360	222799487_EZ027875.1_351-668			gi|222799487_EZ027875.1_351-668	Unknown
CUST_46_PI426266360	222799487_EZ027875.1_351-668			gi|222799487_EZ027875.1_351-668	Unknown
CUST_51_PI426266360	222799487_EZ027875.1_845-1048			gi|222799487_EZ027875.1_845-1048	Unknown
CUST_197_PI426264540	222799525_EZ027913.1_62-1520			gi|222799525_EZ027913.1_62-1520	Unknown
CUST_198_PI426264540	222799525_EZ027913.1_62-1520			gi|222799525_EZ027913.1_62-1520	Unknown
CUST_196_PI426264540	222799525_EZ027913.1_62-1520			gi|222799525_EZ027913.1_62-1520	Unknown
CUST_97_PI426264540	222799525_EZ027913.1_62-976			gi|222799525_EZ027913.1_62-976	Unknown
CUST_98_PI426264540	222799525_EZ027913.1_62-976			gi|222799525_EZ027913.1_62-976	Unknown
CUST_99_PI426264540	222799525_EZ027913.1_62-976			gi|222799525_EZ027913.1_62-976	Unknown
CUST_101_PI426264540	222799525_EZ027913.1_993-1520			gi|222799525_EZ027913.1_993-1520	Unknown
CUST_102_PI426264540	222799525_EZ027913.1_993-1520			gi|222799525_EZ027913.1_993-1520	Unknown
CUST_100_PI426264540	222799525_EZ027913.1_993-1520			gi|222799525_EZ027913.1_993-1520	Unknown
CUST_195_PI426227893	222799590_EZ027978.1_180-731			gi|222799590_EZ027978.1_180-731	Unknown
CUST_193_PI426227893	222799590_EZ027978.1_180-731			gi|222799590_EZ027978.1_180-731	Unknown
CUST_198_PI426227893	222799590_EZ027978.1_746-1003			gi|222799590_EZ027978.1_746-1003	Unknown
CUST_147_PI426266317	222799676_EZ028064.1_342-581			gi|222799676_EZ028064.1_342-581	Unknown
CUST_148_PI426266317	222799676_EZ028064.1_356-898			gi|222799676_EZ028064.1_356-898	Unknown
CUST_150_PI426266317	222799676_EZ028064.1_356-898			gi|222799676_EZ028064.1_356-898	Unknown
CUST_153_PI426266317	222799676_EZ028064.1_99-341			gi|222799676_EZ028064.1_99-341	Unknown
CUST_155_PI426266317	222799676_EZ028064.1_99-898			gi|222799676_EZ028064.1_99-898	Unknown
CUST_156_PI426266317	222799676_EZ028064.1_99-898			gi|222799676_EZ028064.1_99-898	Unknown
CUST_154_PI426266317	222799676_EZ028064.1_99-898			gi|222799676_EZ028064.1_99-898	Unknown
CUST_1315_PI426227498	222799781_EZ028169.1_192-416			gi|222799781_EZ028169.1_192-416	Unknown
CUST_6_PI426226978	222799793_EZ028181.1_10-156			gi|222799793_EZ028181.1_10-156	Unknown
CUST_9_PI426246029	222799801_EZ028189.1_99-215			gi|222799801_EZ028189.1_99-215	Unknown
CUST_7_PI426246029	222799801_EZ028189.1_99-215			gi|222799801_EZ028189.1_99-215	Unknown
CUST_8_PI426246029	222799801_EZ028189.1_99-215			gi|222799801_EZ028189.1_99-215	Unknown
CUST_54_PI426226868	222799814_EZ028202.1_161-268			gi|222799814_EZ028202.1_161-268	Unknown
CUST_125_PI426226868	222799814_EZ028202.1_161-845			gi|222799814_EZ028202.1_161-845	Unknown
CUST_124_PI426226868	222799814_EZ028202.1_161-845			gi|222799814_EZ028202.1_161-845	Unknown
CUST_126_PI426226868	222799814_EZ028202.1_161-845			gi|222799814_EZ028202.1_161-845	Unknown
CUST_45_PI426226868	222799814_EZ028202.1_229-360			gi|222799814_EZ028202.1_229-360	Unknown
CUST_48_PI426226868	222799814_EZ028202.1_439-546			gi|222799814_EZ028202.1_439-546	Unknown
CUST_42_PI426226868	222799814_EZ028202.1_543-845			gi|222799814_EZ028202.1_543-845	Unknown
CUST_51_PI426226868	222799814_EZ028202.1_625-774			gi|222799814_EZ028202.1_625-774	Unknown
CUST_1318_PI426227498	222799817_EZ028205.1_36-164			gi|222799817_EZ028205.1_36-164	Unknown
CUST_1321_PI426227498	222799817_EZ028205.1_8-115			gi|222799817_EZ028205.1_8-115	Unknown
CUST_1324_PI426227498	222799817_EZ028205.1_8-164			gi|222799817_EZ028205.1_8-164	Unknown
CUST_201_PI426227893	222799841_EZ028229.1_395-514			gi|222799841_EZ028229.1_395-514	Unknown
CUST_202_PI426227893	222799841_EZ028229.1_704-841			gi|222799841_EZ028229.1_704-841	Unknown
CUST_204_PI426227893	222799841_EZ028229.1_704-841			gi|222799841_EZ028229.1_704-841	Unknown
CUST_207_PI426227893	222799841_EZ028229.1_895-1062			gi|222799841_EZ028229.1_895-1062	Unknown
CUST_1327_PI426227498	222799912_EZ028300.1_1225-1428			gi|222799912_EZ028300.1_1225-1428	Unknown
CUST_1328_PI426227498	222799912_EZ028300.1_49-1098			gi|222799912_EZ028300.1_49-1098	Unknown
CUST_1330_PI426227498	222799912_EZ028300.1_49-1098			gi|222799912_EZ028300.1_49-1098	Unknown
CUST_1331_PI426227498	222799912_EZ028300.1_49-1428			gi|222799912_EZ028300.1_49-1428	Unknown
CUST_1332_PI426227498	222799912_EZ028300.1_49-1428			gi|222799912_EZ028300.1_49-1428	Unknown
CUST_1333_PI426227498	222799912_EZ028300.1_49-1428			gi|222799912_EZ028300.1_49-1428	Unknown
CUST_1336_PI426227498	222799912_EZ028300.1_752-859			gi|222799912_EZ028300.1_752-859	Unknown
CUST_90_PI426227495	222799979_EZ028367.1_21-527			gi|222799979_EZ028367.1_21-527	Unknown
CUST_88_PI426227495	222799979_EZ028367.1_21-527			gi|222799979_EZ028367.1_21-527	Unknown
CUST_90_PI426226868	222799992_EZ028380.1_276-590			gi|222799992_EZ028380.1_276-590	Unknown
CUST_87_PI426226868	222799992_EZ028380.1_35-148			gi|222799992_EZ028380.1_35-148	Unknown
CUST_127_PI426226868	222799992_EZ028380.1_35-590			gi|222799992_EZ028380.1_35-590	Unknown
CUST_129_PI426226868	222799992_EZ028380.1_35-590			gi|222799992_EZ028380.1_35-590	Unknown
CUST_39_PI426227881	222800145_EZ028533.1_87-533			gi|222800145_EZ028533.1_87-533	Unknown
CUST_37_PI426227881	222800145_EZ028533.1_87-533			gi|222800145_EZ028533.1_87-533	Unknown
CUST_1339_PI426227498	222800230_EZ028618.1_102-596			gi|222800230_EZ028618.1_102-596	Unknown
CUST_1338_PI426227498	222800230_EZ028618.1_102-596			gi|222800230_EZ028618.1_102-596	Unknown
CUST_1337_PI426227498	222800230_EZ028618.1_102-596			gi|222800230_EZ028618.1_102-596	Unknown
CUST_1342_PI426227498	222800230_EZ028618.1_457-582			gi|222800230_EZ028618.1_457-582	Unknown
CUST_25_PI426264530	222800233_EZ028621.1_56-220			gi|222800233_EZ028621.1_56-220	Unknown
CUST_73_PI426266311	222800233_EZ028621.1_56-220			gi|222800233_EZ028621.1_56-220	Unknown
CUST_26_PI426264530	222800233_EZ028621.1_56-220			gi|222800233_EZ028621.1_56-220	Unknown
CUST_27_PI426264530	222800233_EZ028621.1_56-220			gi|222800233_EZ028621.1_56-220	Unknown
CUST_63_PI426266360	222800253_EZ028641.1_101-1481			gi|222800253_EZ028641.1_101-1481	Unknown
CUST_61_PI426266360	222800253_EZ028641.1_101-1481			gi|222800253_EZ028641.1_101-1481	Unknown
CUST_62_PI426266360	222800253_EZ028641.1_101-1481			gi|222800253_EZ028641.1_101-1481	Unknown
CUST_66_PI426266360	222800253_EZ028641.1_101-823			gi|222800253_EZ028641.1_101-823	Unknown
CUST_64_PI426266360	222800253_EZ028641.1_101-823			gi|222800253_EZ028641.1_101-823	Unknown
CUST_65_PI426266360	222800253_EZ028641.1_101-823			gi|222800253_EZ028641.1_101-823	Unknown
CUST_52_PI426266360	222800253_EZ028641.1_1051-1320			gi|222800253_EZ028641.1_1051-1320	Unknown
CUST_54_PI426266360	222800253_EZ028641.1_1051-1320			gi|222800253_EZ028641.1_1051-1320	Unknown
CUST_57_PI426266360	222800253_EZ028641.1_1205-1354			gi|222800253_EZ028641.1_1205-1354	Unknown
CUST_60_PI426266360	222800253_EZ028641.1_1317-1481			gi|222800253_EZ028641.1_1317-1481	Unknown
CUST_69_PI426266360	222800253_EZ028641.1_854-964			gi|222800253_EZ028641.1_854-964	Unknown
CUST_477_PI426227486	222800265_EZ028653.1_28-1279			gi|222800265_EZ028653.1_28-1279	Unknown
CUST_475_PI426227486	222800265_EZ028653.1_28-1279			gi|222800265_EZ028653.1_28-1279	Unknown
CUST_476_PI426227486	222800265_EZ028653.1_28-1279			gi|222800265_EZ028653.1_28-1279	Unknown
CUST_480_PI426227486	222800344_EZ028732.1_139-447			gi|222800344_EZ028732.1_139-447	Unknown
CUST_29_PI426264527	222800437_EZ028825.1_3-341			gi|222800437_EZ028825.1_3-341	Unknown
CUST_30_PI426264527	222800437_EZ028825.1_3-341			gi|222800437_EZ028825.1_3-341	Unknown
CUST_28_PI426264527	222800437_EZ028825.1_3-341			gi|222800437_EZ028825.1_3-341	Unknown
CUST_37_PI426264527	222800437_EZ028825.1_3-648			gi|222800437_EZ028825.1_3-648	Unknown
CUST_38_PI426264527	222800437_EZ028825.1_3-648			gi|222800437_EZ028825.1_3-648	Unknown
CUST_39_PI426264527	222800437_EZ028825.1_3-648			gi|222800437_EZ028825.1_3-648	Unknown
CUST_32_PI426264527	222800437_EZ028825.1_499-648			gi|222800437_EZ028825.1_499-648	Unknown
CUST_33_PI426264527	222800437_EZ028825.1_499-648			gi|222800437_EZ028825.1_499-648	Unknown
CUST_31_PI426264527	222800437_EZ028825.1_499-648			gi|222800437_EZ028825.1_499-648	Unknown
CUST_483_PI426227486	222800544_EZ028932.1_160-309			gi|222800544_EZ028932.1_160-309	Unknown
CUST_1344_PI426227498	222800587_EZ028975.1_127-1184			gi|222800587_EZ028975.1_127-1184	Unknown
CUST_1345_PI426227498	222800587_EZ028975.1_127-1184			gi|222800587_EZ028975.1_127-1184	Unknown
CUST_1343_PI426227498	222800587_EZ028975.1_127-1184			gi|222800587_EZ028975.1_127-1184	Unknown
CUST_1348_PI426227498	222800587_EZ028975.1_127-576			gi|222800587_EZ028975.1_127-576	Unknown
CUST_1346_PI426227498	222800587_EZ028975.1_127-576			gi|222800587_EZ028975.1_127-576	Unknown
CUST_1351_PI426227498	222800587_EZ028975.1_308-439			gi|222800587_EZ028975.1_308-439	Unknown
CUST_1354_PI426227498	222800587_EZ028975.1_700-918			gi|222800587_EZ028975.1_700-918	Unknown
CUST_1357_PI426227498	222800587_EZ028975.1_741-1184			gi|222800587_EZ028975.1_741-1184	Unknown
CUST_199_PI426264540	222800597_EZ028985.1_144-1218			gi|222800597_EZ028985.1_144-1218	Unknown
CUST_200_PI426264540	222800597_EZ028985.1_144-1218			gi|222800597_EZ028985.1_144-1218	Unknown
CUST_201_PI426264540	222800597_EZ028985.1_144-1218			gi|222800597_EZ028985.1_144-1218	Unknown
CUST_80_PI426264540	222800597_EZ028985.1_144-764			gi|222800597_EZ028985.1_144-764	Unknown
CUST_79_PI426264540	222800597_EZ028985.1_144-764			gi|222800597_EZ028985.1_144-764	Unknown
CUST_81_PI426264540	222800597_EZ028985.1_144-764			gi|222800597_EZ028985.1_144-764	Unknown
CUST_78_PI426264540	222800597_EZ028985.1_820-1218			gi|222800597_EZ028985.1_820-1218	Unknown
CUST_76_PI426264540	222800597_EZ028985.1_820-1218			gi|222800597_EZ028985.1_820-1218	Unknown
CUST_73_PI426246032	222800795_EZ029183.1_466-1058			gi|222800795_EZ029183.1_466-1058	Unknown
CUST_75_PI426246032	222800795_EZ029183.1_466-1058			gi|222800795_EZ029183.1_466-1058	Unknown
CUST_34_PI426246032	222800795_EZ029183.1_466-840			gi|222800795_EZ029183.1_466-840	Unknown
CUST_36_PI426246032	222800795_EZ029183.1_466-840			gi|222800795_EZ029183.1_466-840	Unknown
CUST_39_PI426246032	222800795_EZ029183.1_852-1058			gi|222800795_EZ029183.1_852-1058	Unknown
CUST_484_PI426227486	222800876_EZ029264.1_39-1280			gi|222800876_EZ029264.1_39-1280	Unknown
CUST_485_PI426227486	222800876_EZ029264.1_39-1280			gi|222800876_EZ029264.1_39-1280	Unknown
CUST_486_PI426227486	222800876_EZ029264.1_39-1280			gi|222800876_EZ029264.1_39-1280	Unknown
CUST_1360_PI426227498	222800917_EZ029305.1_271-603			gi|222800917_EZ029305.1_271-603	Unknown
CUST_489_PI426227486	222800974_EZ029362.1_43-564			gi|222800974_EZ029362.1_43-564	Unknown
CUST_1363_PI426227498	222801063_EZ029451.1_1024-1155			gi|222801063_EZ029451.1_1024-1155	Unknown
CUST_1366_PI426227498	222801063_EZ029451.1_1210-1317			gi|222801063_EZ029451.1_1210-1317	Unknown
CUST_1369_PI426227498	222801063_EZ029451.1_1327-1476			gi|222801063_EZ029451.1_1327-1476	Unknown
CUST_1371_PI426227498	222801063_EZ029451.1_200-1511			gi|222801063_EZ029451.1_200-1511	Unknown
CUST_1370_PI426227498	222801063_EZ029451.1_200-1511			gi|222801063_EZ029451.1_200-1511	Unknown
CUST_1372_PI426227498	222801063_EZ029451.1_200-1511			gi|222801063_EZ029451.1_200-1511	Unknown
CUST_1375_PI426227498	222801063_EZ029451.1_200-460			gi|222801063_EZ029451.1_200-460	Unknown
CUST_1377_PI426227498	222801063_EZ029451.1_222-1511			gi|222801063_EZ029451.1_222-1511	Unknown
CUST_1378_PI426227498	222801063_EZ029451.1_222-1511			gi|222801063_EZ029451.1_222-1511	Unknown
CUST_1376_PI426227498	222801063_EZ029451.1_222-1511			gi|222801063_EZ029451.1_222-1511	Unknown
CUST_57_PI426226868	222801064_EZ029452.1_4-138			gi|222801064_EZ029452.1_4-138	Unknown
CUST_126_PI426226825	222801086_EZ029474.1_1347-1466			gi|222801086_EZ029474.1_1347-1466	Unknown
CUST_219_PI426226825	222801086_EZ029474.1_140-1724			gi|222801086_EZ029474.1_140-1724	Unknown
CUST_218_PI426226825	222801086_EZ029474.1_140-1724			gi|222801086_EZ029474.1_140-1724	Unknown
CUST_217_PI426226825	222801086_EZ029474.1_140-1724			gi|222801086_EZ029474.1_140-1724	Unknown
CUST_121_PI426226825	222801086_EZ029474.1_140-940			gi|222801086_EZ029474.1_140-940	Unknown
CUST_123_PI426226825	222801086_EZ029474.1_140-940			gi|222801086_EZ029474.1_140-940	Unknown
CUST_122_PI426226825	222801086_EZ029474.1_140-940			gi|222801086_EZ029474.1_140-940	Unknown
CUST_129_PI426226825	222801086_EZ029474.1_1596-1724			gi|222801086_EZ029474.1_1596-1724	Unknown
CUST_177_PI426265159	222801123_EZ029511.1_429-533			gi|222801123_EZ029511.1_429-533	Unknown
CUST_183_PI426265159	222801123_EZ029511.1_51-533			gi|222801123_EZ029511.1_51-533	Unknown
CUST_1381_PI426227498	222801142_EZ029530.1_559-756			gi|222801142_EZ029530.1_559-756	Unknown
CUST_1383_PI426227498	222801142_EZ029530.1_6-677			gi|222801142_EZ029530.1_6-677	Unknown
CUST_1384_PI426227498	222801142_EZ029530.1_6-677			gi|222801142_EZ029530.1_6-677	Unknown
CUST_1382_PI426227498	222801142_EZ029530.1_6-677			gi|222801142_EZ029530.1_6-677	Unknown
CUST_1386_PI426227498	222801142_EZ029530.1_6-756			gi|222801142_EZ029530.1_6-756	Unknown
CUST_1385_PI426227498	222801142_EZ029530.1_6-756			gi|222801142_EZ029530.1_6-756	Unknown
CUST_1387_PI426227498	222801142_EZ029530.1_6-756			gi|222801142_EZ029530.1_6-756	Unknown
CUST_1390_PI426227498	222801142_EZ029530.1_67-171			gi|222801142_EZ029530.1_67-171	Unknown
CUST_1393_PI426227498	222801268_EZ029656.1_1183-1299			gi|222801268_EZ029656.1_1183-1299	Unknown
CUST_1395_PI426227498	222801268_EZ029656.1_145-1074			gi|222801268_EZ029656.1_145-1074	Unknown
CUST_1396_PI426227498	222801268_EZ029656.1_145-1074			gi|222801268_EZ029656.1_145-1074	Unknown
CUST_1394_PI426227498	222801268_EZ029656.1_145-1074			gi|222801268_EZ029656.1_145-1074	Unknown
CUST_1398_PI426227498	222801268_EZ029656.1_145-1299			gi|222801268_EZ029656.1_145-1299	Unknown
CUST_1399_PI426227498	222801268_EZ029656.1_145-1299			gi|222801268_EZ029656.1_145-1299	Unknown
CUST_1397_PI426227498	222801268_EZ029656.1_145-1299			gi|222801268_EZ029656.1_145-1299	Unknown
CUST_1402_PI426227498	222801268_EZ029656.1_308-472			gi|222801268_EZ029656.1_308-472	Unknown
CUST_1405_PI426227498	222801268_EZ029656.1_803-946			gi|222801268_EZ029656.1_803-946	Unknown
CUST_153_PI426266274	222801296_EZ029684.1_1303-1410			gi|222801296_EZ029684.1_1303-1410	Unknown
CUST_54_PI426227896	222801296_EZ029684.1_1303-1410			gi|222801296_EZ029684.1_1303-1410	Unknown
CUST_156_PI426266274	222801296_EZ029684.1_1311-1424			gi|222801296_EZ029684.1_1311-1424	Unknown
CUST_159_PI426266274	222801296_EZ029684.1_520-948			gi|222801296_EZ029684.1_520-948	Unknown
CUST_57_PI426227896	222801296_EZ029684.1_520-948			gi|222801296_EZ029684.1_520-948	Unknown
CUST_58_PI426227896	222801296_EZ029684.1_74-1410			gi|222801296_EZ029684.1_74-1410	Unknown
CUST_59_PI426227896	222801296_EZ029684.1_74-1410			gi|222801296_EZ029684.1_74-1410	Unknown
CUST_60_PI426227896	222801296_EZ029684.1_74-1410			gi|222801296_EZ029684.1_74-1410	Unknown
CUST_161_PI426266274	222801296_EZ029684.1_74-1424			gi|222801296_EZ029684.1_74-1424	Unknown
CUST_162_PI426266274	222801296_EZ029684.1_74-1424			gi|222801296_EZ029684.1_74-1424	Unknown
CUST_160_PI426266274	222801296_EZ029684.1_74-1424			gi|222801296_EZ029684.1_74-1424	Unknown
CUST_63_PI426227896	222801296_EZ029684.1_74-310			gi|222801296_EZ029684.1_74-310	Unknown
CUST_165_PI426266274	222801296_EZ029684.1_74-310			gi|222801296_EZ029684.1_74-310	Unknown
CUST_66_PI426227896	222801301_EZ029689.1_419-1269			gi|222801301_EZ029689.1_419-1269	Unknown
CUST_64_PI426227896	222801301_EZ029689.1_419-1269			gi|222801301_EZ029689.1_419-1269	Unknown
CUST_69_PI426227896	222801301_EZ029689.1_419-628			gi|222801301_EZ029689.1_419-628	Unknown
CUST_72_PI426227896	222801301_EZ029689.1_625-1269			gi|222801301_EZ029689.1_625-1269	Unknown
CUST_71_PI426227896	222801301_EZ029689.1_625-1269			gi|222801301_EZ029689.1_625-1269	Unknown
CUST_1408_PI426227498	222801338_EZ029726.1_226-489			gi|222801338_EZ029726.1_226-489	Unknown
CUST_1411_PI426227498	222801338_EZ029726.1_420-878			gi|222801338_EZ029726.1_420-878	Unknown
CUST_1409_PI426227498	222801338_EZ029726.1_420-878			gi|222801338_EZ029726.1_420-878	Unknown
CUST_1414_PI426227498	222801338_EZ029726.1_8-199			gi|222801338_EZ029726.1_8-199	Unknown
CUST_1416_PI426227498	222801338_EZ029726.1_8-878			gi|222801338_EZ029726.1_8-878	Unknown
CUST_1415_PI426227498	222801338_EZ029726.1_8-878			gi|222801338_EZ029726.1_8-878	Unknown
CUST_1417_PI426227498	222801338_EZ029726.1_8-878			gi|222801338_EZ029726.1_8-878	Unknown
CUST_72_PI426226868	222801388_EZ029776.1_1059-1322			gi|222801388_EZ029776.1_1059-1322	Unknown
CUST_132_PI426226868	222801388_EZ029776.1_114-1322			gi|222801388_EZ029776.1_114-1322	Unknown
CUST_131_PI426226868	222801388_EZ029776.1_114-1322			gi|222801388_EZ029776.1_114-1322	Unknown
CUST_130_PI426226868	222801388_EZ029776.1_114-1322			gi|222801388_EZ029776.1_114-1322	Unknown
CUST_67_PI426226868	222801388_EZ029776.1_114-779			gi|222801388_EZ029776.1_114-779	Unknown
CUST_69_PI426226868	222801388_EZ029776.1_114-779			gi|222801388_EZ029776.1_114-779	Unknown
CUST_55_PI426227890	222801406_EZ029794.1_35-448			gi|222801406_EZ029794.1_35-448	Unknown
CUST_57_PI426227890	222801406_EZ029794.1_35-448			gi|222801406_EZ029794.1_35-448	Unknown
CUST_60_PI426227890	222801406_EZ029794.1_642-773			gi|222801406_EZ029794.1_642-773	Unknown
CUST_150_PI426226915	222801478_EZ029866.1_21-185			gi|222801478_EZ029866.1_21-185	Unknown
CUST_3_PI426264540	222801513_EZ029901.1_50-226			gi|222801513_EZ029901.1_50-226	Unknown
CUST_74_PI426227884	222801530_EZ029918.1_1135-1245			gi|222801530_EZ029918.1_1135-1245	Unknown
CUST_73_PI426227884	222801530_EZ029918.1_1135-1245			gi|222801530_EZ029918.1_1135-1245	Unknown
CUST_75_PI426227884	222801530_EZ029918.1_1135-1245			gi|222801530_EZ029918.1_1135-1245	Unknown
CUST_76_PI426227884	222801530_EZ029918.1_46-1245			gi|222801530_EZ029918.1_46-1245	Unknown
CUST_77_PI426227884	222801530_EZ029918.1_46-1245			gi|222801530_EZ029918.1_46-1245	Unknown
CUST_78_PI426227884	222801530_EZ029918.1_46-1245			gi|222801530_EZ029918.1_46-1245	Unknown
CUST_79_PI426227884	222801530_EZ029918.1_46-933			gi|222801530_EZ029918.1_46-933	Unknown
CUST_81_PI426227884	222801530_EZ029918.1_46-933			gi|222801530_EZ029918.1_46-933	Unknown
CUST_80_PI426227884	222801530_EZ029918.1_46-933			gi|222801530_EZ029918.1_46-933	Unknown
CUST_84_PI426227884	222801530_EZ029918.1_930-1226			gi|222801530_EZ029918.1_930-1226	Unknown
CUST_1420_PI426227498	222801589_EZ029977.1_227-343			gi|222801589_EZ029977.1_227-343	Unknown
CUST_1423_PI426227498	222801589_EZ029977.1_285-485			gi|222801589_EZ029977.1_285-485	Unknown
CUST_1424_PI426227498	222801589_EZ029977.1_4-485			gi|222801589_EZ029977.1_4-485	Unknown
CUST_1425_PI426227498	222801589_EZ029977.1_4-485			gi|222801589_EZ029977.1_4-485	Unknown
CUST_1429_PI426227498	222801589_EZ029977.1_42-266			gi|222801589_EZ029977.1_42-266	Unknown
CUST_490_PI426227486	222801617_EZ030005.1_56-958			gi|222801617_EZ030005.1_56-958	Unknown
CUST_492_PI426227486	222801617_EZ030005.1_56-958			gi|222801617_EZ030005.1_56-958	Unknown
CUST_491_PI426227486	222801617_EZ030005.1_56-958			gi|222801617_EZ030005.1_56-958	Unknown
CUST_20_PI426247730	222801625_EZ030013.1_261-545			gi|222801625_EZ030013.1_261-545	Unknown
CUST_19_PI426247730	222801625_EZ030013.1_261-545			gi|222801625_EZ030013.1_261-545	Unknown
CUST_21_PI426247730	222801625_EZ030013.1_261-545			gi|222801625_EZ030013.1_261-545	Unknown
CUST_23_PI426247730	222801625_EZ030013.1_64-285			gi|222801625_EZ030013.1_64-285	Unknown
CUST_24_PI426247730	222801625_EZ030013.1_64-285			gi|222801625_EZ030013.1_64-285	Unknown
CUST_22_PI426247730	222801625_EZ030013.1_64-285			gi|222801625_EZ030013.1_64-285	Unknown
CUST_29_PI426247730	222801625_EZ030013.1_64-545			gi|222801625_EZ030013.1_64-545	Unknown
CUST_28_PI426247730	222801625_EZ030013.1_64-545			gi|222801625_EZ030013.1_64-545	Unknown
CUST_30_PI426247730	222801625_EZ030013.1_64-545			gi|222801625_EZ030013.1_64-545	Unknown
CUST_210_PI426227893	222801655_EZ030043.1_86-403			gi|222801655_EZ030043.1_86-403	Unknown
CUST_208_PI426227893	222801655_EZ030043.1_86-403			gi|222801655_EZ030043.1_86-403	Unknown
CUST_10_PI426247733	222801713_EZ030101.1_1420-1581			gi|222801713_EZ030101.1_1420-1581	Unknown
CUST_11_PI426247733	222801713_EZ030101.1_1420-1581			gi|222801713_EZ030101.1_1420-1581	Unknown
CUST_12_PI426247733	222801713_EZ030101.1_1420-1581			gi|222801713_EZ030101.1_1420-1581	Unknown
CUST_7_PI426247733	222801713_EZ030101.1_32-1135			gi|222801713_EZ030101.1_32-1135	Unknown
CUST_9_PI426247733	222801713_EZ030101.1_32-1135			gi|222801713_EZ030101.1_32-1135	Unknown
CUST_8_PI426247733	222801713_EZ030101.1_32-1135			gi|222801713_EZ030101.1_32-1135	Unknown
CUST_45_PI426247733	222801713_EZ030101.1_32-1581			gi|222801713_EZ030101.1_32-1581	Unknown
CUST_43_PI426247733	222801713_EZ030101.1_32-1581			gi|222801713_EZ030101.1_32-1581	Unknown
