ProbeID	PrimaryAccession	RefSeqAccession	GenbankAccession	UniGeneID	EntrezGeneID	GeneSymbol	GeneName	EnsemblID	TIGRID	GO	Description	GenomicCoordinates	Cytoband
CUST_44_PI426265159	222781509_EZ010180.1_111-722												
CUST_1225_PI426227498	222796367_EZ024755.1_70-367												
CUST_182_PI426227486	222782832_EZ011503.1_22-552												
CUST_7_PI426266308	222548937_EZ004850.1_22-225												
CUST_10_PI426226903	222780613_EZ009284.1_154-1074												
CUST_683_PI426227498	222783397_EZ012062.1_280-507												
CUST_491_PI426227486	222801617_EZ030005.1_56-958												
CUST_30_PI426264540	222549086_EZ004999.1_74-229												
CUST_135_PI426264540	222550604_EZ006517.1_134-244												
CUST_1333_PI426227498	222799912_EZ028300.1_49-1428												
CUST_1261_PI426227498	222797001_EZ025389.1_128-724												
CUST_48_PI426266278	222790529_EZ018917.1_97-747												
CUST_78_PI426266424	222784752_EZ013388.1_216-830												
CUST_44_PI426232940	31505726_AY289699.1_88-912												
CUST_331_PI426227486	222785663_EZ014175.1_10-1280												
CUST_189_PI426264540	222788032_EZ016504.1_109-943												
CUST_20_PI426264527	222792000_EZ020388.1_166-462												
CUST_339_PI426227486	222785801_EZ014283.1_6-1076												
CUST_27_PI426266317	222781277_EZ009948.1_41-1257												
CUST_47_PI426264530	222549384_EZ005297.1_25-239												
CUST_1276_PI426227498	222797304_EZ025692.1_76-441												
CUST_97_PI426266424	222786617_EZ015089.1_1100-1585												
CUST_117_PI426226915	222784327_EZ012985.1_45-581												
CUST_36_PI426266317	222781411_EZ010082.1_373-495												
CUST_740_PI426227498	222784359_EZ013017.1_143-587												
CUST_374_PI426266615	SedC(C9)_1_17_51												
CUST_48_PI426232940	31505730_AY289701.1_265-915												
CUST_72_PI426266274	222782619_EZ011290.1_69-596												
CUST_211_PI426226825	222784955_EZ013589.1_166-1471												
CUST_170_PI426264540	222782676_EZ011347.1_32-970												
CUST_333_PI426232937	U43533.1												
CUST_84_PI426227486	222550424_EZ006337.1_71-256												
CUST_48_PI426266366	222799255_EZ027643.1_183-626												
CUST_13_PI426247733	222547206_EZ003119.1_23-241												
CUST_356_PI426266615	MGID_94_153_187												
CUST_754_PI426227498	222784364_EZ013022.1_328-456												
CUST_18_PI426266366	222784189_EZ012847.1_55-246												
CUST_5_PI426266566	75858822												
CUST_41_PI426264530	222780605_EZ009276.1_640-1017												
CUST_67_PI426227884	222792350_EZ020738.1_63-1082												
CUST_4_PI426246029	222546036_EZ002226.1_831-941												
CUST_940_PI426227498	222785649_EZ014161.1_714-1151												
CUST_12_PI426226978	222784408_EZ013064.1_139-360												
CUST_374_PI426227498	222779661_EZ008332.1_76-1098												
CUST_195_PI426246026	222783345_EZ012010.1_329-466												
CUST_390_PI426227486	222790544_EZ018932.1_1-1047												
CUST_173_PI426266615	CN774282_153_187												
CUST_66_PI426226915	222546088_EZ002278.1_1214-1393												
CUST_1255_PI426227498	222796975_EZ025363.1_261-804												
CUST_93_PI426232937	AY149127.1												
CUST_150_PI426227893	222787628_EZ016100.1_1653-1808												
CUST_1123_PI426227498	222790385_EZ018773.1_850-1356												
CUST_15_PI426227955	DQ483012.1												
CUST_23_PI426267032	133856039_EF133952.1_75-686												
CUST_148_PI426227486	222782403_EZ011074.1_12-530												
CUST_1336_PI426227498	222799912_EZ028300.1_752-859												
CUST_1150_PI426227498	222791541_EZ019929.1_402-578												
CUST_8_PI426226214	222795924_EZ024312.1_1286-1561												
CUST_25_PI426247733	222792994_EZ021382.1_1068-1187												
CUST_151_PI426246026	222546560_EZ002750.1_663-1100												
CUST_78_PI426266615	Ac_29_113_147												
CUST_127_PI426266317	222788530_EZ017002.1_79-1092												
CUST_96_PI426227495	222803011_EZ031399.1_25-600												
CUST_248_PI426227486	222783827_EZ012487.1_9-1425												
CUST_2_PI426244589	222794710_EZ023098.1_17-553												
CUST_808_PI426227498	222785020_EZ013654.1_1407-1526												
CUST_65_PI426266615	Ac_23_101_135												
CUST_30_PI426227498	222544907_EZ001097.1_657-878												
CUST_164_PI426227486	222782608_EZ011279.1_59-580												
CUST_838_PI426227498	222785069_EZ013703.1_38-211												
CUST_7_PI426227495	222781655_EZ010326.1_60-479												
CUST_9_PI426266594	75858838_DQ144987.1_1-804												
CUST_48_PI426227896	222794723_EZ023111.1_131-262												
CUST_63_PI426227884	222785253_EZ013887.1_964-1080												
CUST_319_PI426266615	MGID_379_167_201												
CUST_38_PI426247733	222791528_EZ019916.1_14-949												
CUST_105_PI426232937	AY149129.1												
CUST_140_PI426227498	222546156_EZ002346.1_402-779												
CUST_168_PI426226915	254940033_FJ854646.1_629-877												
CUST_1045_PI426227498	222787573_EZ016045.1_775-903												
CUST_22_PI426247730	222801625_EZ030013.1_64-285												
CUST_396_PI426227486	222790735_EZ019123.1_2-378												
CUST_219_PI426232940	288950282_GQ501353.1_10-438												
CUST_203_PI426264540	222801966_EZ030354.1_34-644												
CUST_138_PI426264540	222788014_EZ016486.1_194-424												
CUST_428_PI426227498	222781256_EZ009927.1_861-1091												
CUST_7_PI426264527	222791626_EZ020014.1_45-599												
CUST_590_PI426227498	222782781_EZ011452.1_42-611												
CUST_138_PI426266317	222789661_EZ018093.1_132-440												
CUST_386_PI426227498	222780092_EZ008763.1_410-517												
CUST_101_PI426232937	AY149128.1												
CUST_201_PI426266615	DQ218058_1015_1049												
CUST_42_PI426227498	222545032_EZ001222.1_32-199												
CUST_3_PI426264527	193081165_EU717908.1_232-588												
CUST_48_PI426264540	222784773_EZ013409.1_276-524												
CUST_15_PI426264540	222546373_EZ002563.1_1290-1397												
CUST_124_PI426266274	222795160_EZ023548.1_42-583												
CUST_3_PI426247730	222782815_EZ011486.1_97-312												
CUST_177_PI426264540	222783868_EZ012528.1_17-539												
CUST_19_PI426226978	222794007_EZ022395.1_22-390												
CUST_166_PI426232940	288950264_GQ501335.1_22-495												
CUST_79_PI426266615	Ac_3_209_243												
CUST_8_PI426247730	222795201_EZ023589.1_314-469												
CUST_28_PI426244589	222550715_EZ006628.1_40-237												
CUST_137_PI426232937	AY149143.1												
CUST_120_PI426266349	222785537_EZ014049.1_90-656												
CUST_471_PI426227486	222798750_EZ027138.1_49-1237												
CUST_3_PI426266615	AB048846_13_47												
CUST_66_PI426245467	222785709_EZ014207.1_734-913												
CUST_559_PI426227498	222782567_EZ011238.1_156-1358												
CUST_172_PI426266615	CN774282_153_187												
CUST_19_PI426266360	222793958_EZ022346.1_42-503												
CUST_298_PI426266615	MGID_289_17_51												
CUST_54_PI426266349	222546707_EZ002897.1_2220-2618												
CUST_1055_PI426227498	222788731_EZ017203.1_15-725												
CUST_144_PI426226868	222550918_EZ006831.1_16-246												
CUST_365_PI426227498	222779389_EZ008060.1_62-223												
CUST_24_PI426227486	222547658_EZ003571.1_45-221												
CUST_720_PI426227498	222783902_EZ012562.1_623-1376												
CUST_70_PI426245467	222803052_EZ031440.1_41-454												
CUST_23_PI426266363	222783366_EZ012031.1_122-505												
CUST_213_PI426227893	222802285_EZ030673.1_6-1667												
CUST_359_PI426227486	222787202_EZ015674.1_334-1375												
CUST_871_PI426227498	222785286_EZ013920.1_1456-1689												
CUST_234_PI426227486	222783569_EZ012232.1_9-197												
CUST_34_PI426264530	222780605_EZ009276.1_240-416												
CUST_14_PI426267032	109895125_DQ647776.1_101-739												
CUST_156_PI426226825	222784662_EZ013304.1_7-249												
CUST_21_PI426244597	222784716_EZ013354.1_98-400												
CUST_9_PI426226825	222784709_EZ013347.1_11-274												
CUST_189_PI426266274	222802978_EZ031366.1_258-692												
CUST_470_PI426227498	222781456_EZ010127.1_144-1767												
CUST_33_PI426266278	222785037_EZ013671.1_204-893												
CUST_194_PI426266615	DkC(F1)_178_212												
CUST_3_PI426265159	222544613_EZ000803.1_207-338												
CUST_670_PI426227498	222783370_EZ012035.1_55-823												
CUST_3_PI426265162	222544499_EZ000689.1_53-478												
CUST_937_PI426227498	222785649_EZ014161.1_384-515												
CUST_1025_PI426227498	222787221_EZ015693.1_70-873												
CUST_17_PI426245463	222798880_EZ027268.1_1498-1626												
CUST_185_PI426266274	222801996_EZ030384.1_31-2558												
CUST_12_PI426244593	222794651_EZ023039.1_82-663												
CUST_39_PI426244589	222779072_EZ007743.1_277-486												
CUST_13_PI426227492	222787982_EZ016454.1_1-2227												
CUST_170_PI426227498	222546729_EZ002919.1_343-1287												
CUST_215_PI426227498	222548445_EZ004358.1_124-255												
CUST_289_PI426266615	MGID_22_113_147												
CUST_51_PI426227884	222785253_EZ013887.1_212-934												
CUST_219_PI426227893	222802488_EZ030876.1_662-814												
CUST_943_PI426227498	222785649_EZ014161.1_721-897												
CUST_133_PI426227893	222785084_EZ013718.1_291-515												
CUST_32_PI426265159	222779360_EZ008031.1_115-996												
CUST_27_PI426227498	222544907_EZ001097.1_148-543												
CUST_182_PI426264540	222786977_EZ015449.1_67-842												
CUST_132_PI426246026	156571757_EU074223.1_555-719												
CUST_8_PI426244589	222546129_EZ002319.1_181-1224												
CUST_43_PI426265159	222781509_EZ010180.1_111-722												
CUST_62_PI426266424	222783589_EZ012252.1_74-1881												
CUST_58_PI426266271	222781891_EZ010562.1_17-586												
CUST_15_PI426227890	222545186_EZ001376.1_1604-1780												
CUST_213_PI426266615	DQ309537_121_155												
CUST_584_PI426227498	222782724_EZ011395.1_185-664												
CUST_207_PI426265159	222801996_EZ030384.1_31-2558												
CUST_103_PI426264540	222546109_EZ002299.1_93-554												
CUST_1_PI426266430	168989224_DQ482985.1_1-1181												
CUST_47_PI426226915	222545162_EZ001352.1_418-1047												
CUST_29_PI426266366	222784835_EZ013469.1_168-992												
CUST_30_PI426266271	222547717_EZ003630.1_57-248												
CUST_991_PI426227498	222786084_EZ014556.1_774-941												
CUST_1303_PI426227498	222798760_EZ027148.1_61-171												
CUST_18_PI426226214	222783732_EZ012392.1_31-228												
CUST_34_PI426267032	168989246_DQ483007.1_736-840												
CUST_135_PI426266271	222785034_EZ013668.1_890-997												
CUST_27_PI426245463	222798880_EZ027268.1_912-1076												
CUST_465_PI426227498	222781456_EZ010127.1_144-1190												
CUST_117_PI426266274	222791975_EZ020363.1_97-736												
CUST_13_PI426266366	222784189_EZ012847.1_413-658												
CUST_57_PI426246032	222787354_EZ015826.1_18-347												
CUST_193_PI426226825	222783581_EZ012244.1_48-945												
CUST_446_PI426227498	222781404_EZ010075.1_204-1457												
CUST_269_PI426232937	FN646414.1												
CUST_12_PI426266424	222547478_EZ003391.1_43-228												
CUST_123_PI426264540	222546358_EZ002548.1_79-489												
CUST_162_PI426232940	288950262_GQ501333.1_22-495												
CUST_175_PI426227486	222782775_EZ011446.1_85-744												
CUST_173_PI426227498	222546777_EZ002967.1_1328-1435												
CUST_135_PI426246026	170296846_EU374240.1_69-182												
CUST_39_PI426264540	222788984_EZ017416.1_854-997												
CUST_48_PI426226915	222545162_EZ001352.1_418-1047												
CUST_43_PI426227495	222785746_EZ014228.1_62-880												
CUST_117_PI426266349	222785263_EZ013897.1_741-962												
CUST_453_PI426227486	222797707_EZ026095.1_1708-1908												
CUST_60_PI426226978	222788557_EZ017029.1_6-224												
CUST_15_PI426266278	222783434_EZ012097.1_86-196												
CUST_10_PI426244597	222784716_EZ013354.1_494-1525												
CUST_88_PI426264540	222546763_EZ002953.1_774-1532												
CUST_785_PI426227498	222784673_EZ013313.1_32-562												
CUST_319_PI426232940	288950326_GQ501397.1_22-456												
CUST_256_PI426266615	Hsp90(1)8_133_168												
CUST_31_PI426267032	168989246_DQ483007.1_29-247												
CUST_35_PI426227893	222548126_EZ004039.1_104-247												
CUST_72_PI426232940	31505748_AY289710.1_88-717												
CUST_1109_PI426227498	222790385_EZ018773.1_183-2872												
CUST_33_PI426265162	222788957_EZ017389.1_267-1179												
CUST_112_PI426226868	222781748_EZ010419.1_278-2279												
CUST_20_PI426266615	AB201749_1369_1403												
CUST_1066_PI426227498	222788924_EZ017356.1_250-591												
CUST_14_PI426246035	222792020_EZ020408.1_177-960												
CUST_3_PI426226978	222783423_EZ012086.1_27-221												
CUST_81_PI426227495	222796352_EZ024740.1_15-701												
CUST_105_PI426226915	222781669_EZ010340.1_305-421												
CUST_988_PI426227498	222786084_EZ014556.1_301-417												
CUST_7_PI426266363	222779537_EZ008208.1_284-424												
CUST_826_PI426227498	222785020_EZ013654.1_776-904												
CUST_12_PI426266349	222544599_EZ000789.1_969-1178												
CUST_321_PI426227486	222785578_EZ014090.1_225-659												
CUST_397_PI426227486	222791261_EZ019649.1_38-1273												
CUST_2_PI426266433	2267083_AF007889.1_76-417												
CUST_132_PI426232937	AY149139.1												
CUST_108_PI426266349	222785263_EZ013897.1_109-309												
CUST_36_PI426232937	AJ884898.1												
CUST_193_PI426264540	222795350_EZ023738.1_511-1316												
CUST_321_PI426232940	288950326_GQ501397.1_22-456												
CUST_557_PI426227498	222782567_EZ011238.1_1227-1358												
CUST_25_PI426244589	222787391_EZ015863.1_386-985												
CUST_1463_PI426227498	222803129_EZ031517.1_120-1378												
CUST_458_PI426227498	222781404_EZ010075.1_901-1095												
CUST_41_PI426266615	Ac_15_129_163												
CUST_876_PI426227498	222785286_EZ013920.1_107-2264												
CUST_27_PI426264530	222800233_EZ028621.1_56-220												
CUST_4_PI426226214	222795924_EZ024312.1_398-1051												
CUST_195_PI426265159	222801996_EZ030384.1_1920-2060												
CUST_1270_PI426227498	222797238_EZ025626.1_69-203												
CUST_162_PI426264540	222784599_EZ013245.1_773-1111												
CUST_407_PI426227498	222780720_EZ009391.1_842-1045												
CUST_67_PI426266311	222796418_EZ024806.1_205-606												
CUST_1155_PI426227498	222791541_EZ019929.1_44-578												
CUST_123_PI426246026	90822885_DQ445807.1_359-628												
CUST_7_PI426267032	133856045_EF133955.1_75-686												
CUST_375_PI426266615	SedC(C9)_1_17_51												
CUST_13_PI426232931	168989229_DQ482990.1_50-928												
CUST_310_PI426266615	MGID_344_297_331												
CUST_15_PI426244593	222785593_EZ014105.1_24-926												
CUST_24_PI426244589	222802077_EZ030465.1_111-845												
CUST_4_PI426266278	222781269_EZ009940.1_1-720												
CUST_6_PI426227881	157154649_EU022122.1_82-540												
CUST_98_PI426266615	Ac_9_161_195												
CUST_332_PI426227486	222785663_EZ014175.1_10-1280												
CUST_16_PI426244597	222784716_EZ013354.1_1649-1765												
CUST_1_PI426266274	62767034_AY916505.1_45-470												
CUST_51_PI426227486	222548699_EZ004612.1_20-181												
CUST_6_PI426266278	222781269_EZ009940.1_1-720												
CUST_150_PI426266271	222786987_EZ015459.1_275-775												
CUST_171_PI426232937	AY149163.1												
CUST_4_PI426227486	169402111_EU159467.1_97-1540												
CUST_102_PI426226915	222781669_EZ010340.1_103-372												
CUST_258_PI426227486	222784020_EZ012678.1_125-649												
CUST_45_PI426245467	222545280_EZ001470.1_127-588												
CUST_10_PI426227887	222783095_EZ011764.1_34-798												
CUST_37_PI426267032	168989246_DQ483007.1_29-1035												
CUST_75_PI426266615	Ac_28_13_48												
CUST_896_PI426227498	222785316_EZ013950.1_215-577												
CUST_958_PI426227498	222785786_EZ014268.1_418-675												
CUST_901_PI426227498	222785316_EZ013950.1_369-491												
CUST_135_PI426266317	222788530_EZ017002.1_857-1072												
CUST_41_PI426244589	222544872_EZ001062.1_584-823												
CUST_75_PI426266317	222782137_EZ010808.1_312-482												
CUST_168_PI426264540	222784599_EZ013245.1_876-1001												
CUST_75_PI426246032	222800795_EZ029183.1_466-1058												
CUST_92_PI426227498	222545703_EZ001893.1_1369-1536												
CUST_2_PI426227951	168989238_DQ482999.1_75-854												
CUST_39_PI426227890	222781261_EZ009932.1_36-332												
CUST_115_PI426246026	4731284_AF112121.1_25-753												
CUST_455_PI426227498	222781404_EZ010075.1_86-211												
CUST_53_PI426227498	222545271_EZ001461.1_776-1624												
CUST_111_PI426227486	222780958_EZ009629.1_52-1314												
CUST_8_PI426266363	222779537_EZ008208.1_284-424												
CUST_90_PI426266615	Ac_5_118_154												
CUST_117_PI426226825	222779472_EZ008143.1_101-217												
CUST_235_PI426232937	DQ174705.1												
CUST_64_PI426266274	222782421_EZ011092.1_71-537												
CUST_1207_PI426227498	222795756_EZ024144.1_325-429												
CUST_131_PI426266271	222785034_EZ013668.1_73-997												
CUST_202_PI426246026	222784011_EZ012669.1_21-365												
CUST_64_PI426232937	AJ884913.1												
CUST_12_PI426232934	62767032_AY916504.1_495-665												
CUST_1048_PI426227498	222787573_EZ016045.1_984-1091												
CUST_228_PI426232940	288950285_GQ501356.1_22-477												
CUST_367_PI426227486	222788148_EZ016620.1_11-520												
CUST_249_PI426232940	288950300_GQ501371.1_22-444												
CUST_44_PI426266278	222790529_EZ018917.1_97-1120												
CUST_45_PI426227890	222784911_EZ013545.1_106-240												
CUST_167_PI426266615	CN629960_145_181												
CUST_482_PI426227498	222781484_EZ010155.1_1616-1720												
CUST_139_PI426227893	222785904_EZ014386.1_24-512												
CUST_1414_PI426227498	222801338_EZ029726.1_8-199												
CUST_472_PI426227486	222798753_EZ027141.1_137-795												
CUST_1372_PI426227498	222801063_EZ029451.1_200-1511												
CUST_75_PI426266271	222783311_EZ011976.1_72-647												
CUST_24_PI426264527	222550773_EZ006686.1_27-263												
CUST_151_PI426266615	AY500892_1204_1238												
CUST_39_PI426266274	222781550_EZ010221.1_1266-1481												
CUST_105_PI426266274	222787202_EZ015674.1_818-961												
CUST_4_PI426246035	222792020_EZ020408.1_658-960												
CUST_169_PI426227486	222782717_EZ011388.1_20-424												
CUST_815_PI426227498	222785020_EZ013654.1_12-449												
CUST_209_PI426226825	222784709_EZ013347.1_11-1409												
CUST_15_PI426247730	222792753_EZ021141.1_74-1048												
CUST_200_PI426266615	DQ218058_1015_1049												
CUST_198_PI426246026	222783345_EZ012010.1_90-233												
CUST_402_PI426227486	222791926_EZ020314.1_98-730												
CUST_707_PI426227498	222783825_EZ012485.1_64-249												
CUST_158_PI426227498	222546486_EZ002676.1_538-1287												
CUST_43_PI426227896	222787870_EZ016342.1_8-319												
CUST_9_PI426267032	133856045_EF133955.1_75-686												
CUST_339_PI426266615	MGID_630_113_147												
CUST_4_PI426226868	222781545_EZ010216.1_149-826												
CUST_216_PI426266615	DQ309539_169_203												
CUST_318_PI426227486	222785364_EZ013998.1_58-988												
CUST_1351_PI426227498	222800587_EZ028975.1_308-439												
CUST_48_PI426244589	222544872_EZ001062.1_1837-2877												
CUST_100_PI426265159	222791603_EZ019991.1_232-1110												
CUST_51_PI426246026	205321161_AB441242.1_343-609												
CUST_117_PI426226868	222782207_EZ010878.1_14-1026												
CUST_78_PI426245467	222803052_EZ031440.1_855-977												
CUST_99_PI426266615	Ac_9_161_195												
CUST_35_PI426266615	Ac_13_121_155												
CUST_221_PI426266615	DQ309546_134_168												
CUST_131_PI426227498	222546136_EZ002326.1_12-128												
CUST_108_PI426246026	4378729_AF108712.1_361-702												
CUST_575_PI426227498	222782621_EZ011292.1_301-426												
CUST_159_PI426226825	222784662_EZ013304.1_267-596												
CUST_84_PI426265159	222784794_EZ013428.1_57-185												
CUST_1211_PI426227498	222796110_EZ024498.1_22-492												
CUST_205_PI426266615	DQ309525_129_163												
CUST_43_PI426264530	222802277_EZ030665.1_53-298												
CUST_57_PI426266615	Ac_2_161_195												
CUST_51_PI426226825	222784955_EZ013589.1_536-1471												
CUST_150_PI426266615	AY360081_1055_1089												
CUST_183_PI426266615	CX_sal(19c4)_13_47												
CUST_43_PI426226915	222545154_EZ001344.1_1846-2958												
CUST_274_PI426232940	288950309_GQ501380.1_22-468												
CUST_140_PI426266615	AY164663_25_59												
CUST_210_PI426226825	222784709_EZ013347.1_11-1409												
CUST_308_PI426266615	MGID_307_245_279												
CUST_17_PI426232931	168989233_DQ482994.1_719-1207												
CUST_51_PI426266424	222783259_EZ011928.1_88-582												
CUST_81_PI426266424	222784752_EZ013388.1_419-547												
CUST_139_PI426227486	222782215_EZ010886.1_33-1140												
CUST_84_PI426245467	222783148_EZ011817.1_692-922												
CUST_30_PI426266349	222545986_EZ002176.1_158-409												
CUST_533_PI426227498	222782302_EZ010973.1_136-762												
CUST_39_PI426227896	222783480_EZ012143.1_779-1063												
CUST_54_PI426232937	AJ884900.1												
CUST_25_PI426227495	222784125_EZ012783.1_12-902												
CUST_18_PI426226903	222782251_EZ010922.1_645-806												
CUST_43_PI426232940	31505726_AY289699.1_88-912												
CUST_69_PI426232940	31505744_AY289708.1_88-912												
CUST_23_PI426226915	163638929_EU303108.1_7-291												
CUST_205_PI426265159	222801996_EZ030384.1_31-2558												
CUST_461_PI426227486	222798364_EZ026752.1_6-1264												
CUST_72_PI426227495	222794661_EZ023049.1_66-449												
CUST_16_PI426264540	222795350_EZ023738.1_648-1316												
CUST_27_PI426244597	222784716_EZ013354.1_98-2018												
CUST_90_PI426227486	222550922_EZ006835.1_46-249												
CUST_104_PI426266271	222783832_EZ012492.1_66-560												
CUST_40_PI426266424	222781356_EZ010027.1_57-581												
CUST_132_PI426227893	222784821_EZ013455.1_62-496												
CUST_297_PI426266615	MGID_264_128_162												
CUST_14_PI426227881	159024327_EU116937.1_108-816												
CUST_33_PI426226825	222785609_EZ014121.1_86-853												
CUST_15_PI426246026	42760660_AB117306.1_640-1008												
CUST_684_PI426227498	222783397_EZ012062.1_764-1435												
CUST_39_PI426266615	Ac_14_105_139												
CUST_15_PI426265162	222780432_EZ009103.1_663-782												
CUST_1424_PI426227498	222801589_EZ029977.1_4-485												
CUST_136_PI426226915	222793775_EZ022163.1_175-1266												
CUST_120_PI426266274	222795160_EZ023548.1_315-443												
CUST_198_PI426227893	222799590_EZ027978.1_746-1003												
CUST_378_PI426227486	222789319_EZ017751.1_26-445												
CUST_24_PI426226903	222782718_EZ011389.1_69-263												
CUST_330_PI426227486	222785660_EZ014172.1_128-1081												
CUST_6_PI426266274	222544682_EZ000872.1_12-449												
CUST_45_PI426227893	222780128_EZ008799.1_341-1054												
CUST_266_PI426232940	288950306_GQ501377.1_22-459												
CUST_384_PI426227486	222789739_EZ018171.1_145-285												
CUST_118_PI426226915	222784395_EZ013053.1_63-578												
CUST_72_PI426232937	AY149122.1												
CUST_157_PI426226825	222784662_EZ013304.1_267-596												
CUST_39_PI426232937	AJ884898.1												
CUST_12_PI426264530	222549384_EZ005297.1_135-239												
CUST_128_PI426227498	222546088_EZ002278.1_587-775												
CUST_247_PI426266615	Hsp27_cont(B)_113_147												
CUST_488_PI426227498	222781484_EZ010155.1_1757-1900												
CUST_311_PI426227498	222551412_EZ007325.1_129-242												
CUST_138_PI426227893	222785084_EZ013718.1_76-183												
CUST_5_PI426247733	222781649_EZ010320.1_48-401												
CUST_81_PI426264540	222800597_EZ028985.1_144-764												
CUST_307_PI426266615	MGID_307_245_279												
CUST_5_PI426244597	222784057_EZ012715.1_32-313												
CUST_467_PI426227498	222781456_EZ010127.1_144-1190												
CUST_18_PI426266363	222781717_EZ010388.1_76-348												
CUST_1_PI426264530	222784674_EZ013314.1_27-134												
CUST_107_PI426266424	222786617_EZ015089.1_80-958												
CUST_113_PI426265159	222792443_EZ020831.1_11-624												
CUST_9_PI426227896	222546398_EZ002588.1_325-558												
CUST_131_PI426266615	AJ251055_190_224												
CUST_5_PI426264527	193081165_EU717908.1_38-232												
CUST_731_PI426227498	222784328_EZ012986.1_110-877												
CUST_48_PI426266615	Ac_17_143_177												
CUST_23_PI426264527	222550773_EZ006686.1_27-263												
CUST_934_PI426227498	222785649_EZ014161.1_275-580												
CUST_30_PI426266311	222781618_EZ010289.1_1872-1979												
CUST_1_PI426266615	AB048846_13_47												
CUST_46_PI426266360	222799487_EZ027875.1_351-668												
CUST_111_PI426232940	71372562_DQ082986.1_761-937												
CUST_247_PI426246026	238820527_FJ966875.1_67-672												
CUST_57_PI426226825	222784935_EZ013569.1_32-310												
CUST_1144_PI426227498	222791339_EZ019727.1_400-579												
CUST_168_PI426265159	222795730_EZ024118.1_12-377												
CUST_372_PI426266615	SedC(A6)_129_163												
CUST_129_PI426265159	222793564_EZ021952.1_827-1564												
CUST_184_PI426266615	D30747_4415_4449												
CUST_4_PI426266349	222544599_EZ000789.1_367-1155												
CUST_3_PI426266594	75858836_DQ144986.1_43-546												
CUST_243_PI426266615	GST_cont(10A)_138_173												
CUST_255_PI426227486	222783949_EZ012607.1_15-329												
CUST_33_PI426227896	222783480_EZ012143.1_343-522												
CUST_81_PI426245467	222790942_EZ019330.1_64-1155												
CUST_2_PI426247733	222781649_EZ010320.1_492-611												
CUST_24_PI426227893	222546678_EZ002868.1_1067-1231												
CUST_9_PI426227486	222544520_EZ000710.1_350-532												
CUST_15_PI426266363	222779537_EZ008208.1_671-997												
CUST_79_PI426227893	222783284_EZ011951.1_100-888												
CUST_994_PI426227498	222786084_EZ014556.1_951-1073												
CUST_77_PI426227884	222801530_EZ029918.1_46-1245												
CUST_46_PI426226915	222545162_EZ001352.1_418-1047												
CUST_632_PI426227498	222783088_EZ011757.1_423-590												
CUST_301_PI426232940	288950318_GQ501389.1_22-453												
CUST_6_PI426227486	169402111_EU159467.1_97-1540												
CUST_172_PI426264540	222783123_EZ011792.1_480-1225												
CUST_39_PI426264527	222800437_EZ028825.1_3-648												
CUST_79_PI426266349	222781845_EZ010516.1_21-1517												
CUST_18_PI426264530	222783456_EZ012119.1_102-389												
CUST_45_PI426266360	222799487_EZ027875.1_2-292												
CUST_195_PI426226825	222783581_EZ012244.1_48-945												
CUST_22_PI426266366	222784189_EZ012847.1_582-728												
CUST_200_PI426227498	222547239_EZ003152.1_2-255												
CUST_25_PI426266278	222784688_EZ013328.1_98-1026												
CUST_21_PI426227893	222546470_EZ002660.1_258-410												
CUST_36_PI426246026	42760806_AB117379.1_154-336												
CUST_6_PI426265153	222549797_EZ005710.1_108-227												
CUST_6_PI426266424	222546668_EZ002858.1_160-438												
CUST_410_PI426227498	222781256_EZ009927.1_1274-1405												
CUST_184_PI426232940	288950270_GQ501341.1_22-492												
CUST_63_PI426232937	AJ884909.1												
CUST_249_PI426227486	222783827_EZ012487.1_9-1425												
CUST_11_PI426247730	222550887_EZ006800.1_4-195												
CUST_41_PI426264527	193081165_EU717908.1_38-588												
CUST_35_PI426264527	222792000_EZ020388.1_1-462												
CUST_357_PI426266615	MGID_94_153_187												
CUST_144_PI426232937	AY149146.1												
CUST_116_PI426227486	222781443_EZ010114.1_4-1214												
CUST_120_PI426266615	AF299359_3_37												
CUST_101_PI426266274	222787202_EZ015674.1_334-807												
CUST_66_PI426227893	222782322_EZ010993.1_459-935												
CUST_269_PI426266615	MGID_113_145_179												
CUST_6_PI426246029	222546036_EZ002226.1_831-941												
CUST_295_PI426232940	288950316_GQ501387.1_21-446												
CUST_389_PI426227498	222780720_EZ009391.1_1075-1182												
CUST_263_PI426227486	222784098_EZ012756.1_161-715												
CUST_87_PI426226825	222783575_EZ012238.1_71-712												
CUST_69_PI426266317	222782137_EZ010808.1_16-1155												
CUST_323_PI426266615	MGID_47_139_173												
CUST_29_PI426227896	222783480_EZ012143.1_343-1063												
CUST_4_PI426266615	AB048853_131_165												
CUST_42_PI426226825	222545015_EZ001205.1_1396-1518												
CUST_156_PI426226915	222803147_EZ031535.1_16-465												
CUST_279_PI426232940	288950310_GQ501381.1_22-468												
CUST_33_PI426266424	222779270_EZ007941.1_68-409												
CUST_1425_PI426227498	222801589_EZ029977.1_4-485												
CUST_416_PI426227498	222781256_EZ009927.1_22-1405												
CUST_27_PI426265162	222784850_EZ013484.1_32-247												
CUST_177_PI426266615	CV181079_129_163												
CUST_11_PI426227887	222783095_EZ011764.1_34-798												
CUST_889_PI426227498	222785303_EZ013937.1_333-437												
CUST_324_PI426227486	222785584_EZ014096.1_58-1215												
CUST_73_PI426227884	222801530_EZ029918.1_1135-1245												
CUST_387_PI426266615	U27840_117_151												
